"","X","...1","Kingdom","Phylum","Class","Order","Family","GENUS","Species","primary_lifestyle","Secondary_lifestyle","Decay_type_template","Specific_hosts","Fruitbody_type_template","Ectomycorrhiza_exploration_type_template","Ectomycorrhiza_lineage_template"
"4664","sp9100",9100,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria",NA,"plant_pathogen","litter_saprotroph","soft_rot",NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"4665","sp9103",9103,"Fungi","Ascomycota","Sordariomycetes","Myrmecridiales","Myrmecridiaceae","Myrmecridium","schulzeri","soil_saprotroph",NA,NA,NA,"none",NA,NA
"4666","sp9104",9104,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Dioszegia",NA,"litter_saprotroph",NA,NA,NA,NA,NA,NA
"4667","sp9106",9106,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA,"unspecified_saprotroph","foliar_endophyte","mold",NA,NA,NA,NA
"4668","sp9107",9107,"Fungi","Basidiomycota","Agaricomycetes","Boletales","Pisolithaceae","Pisolithus","arhizus","ectomycorrhizal",NA,NA,NA,"gasteroid","long-distance","/pisolithus-scleroderma"
"4669","sp9108",9108,"Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella",NA,"soil_saprotroph","root-associated","chitinolytic",NA,"none",NA,NA
"4670","sp9111",9111,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Dictyosporiaceae","Pseudocoleophoma","polygonicola","plant_pathogen",NA,NA,NA,NA,NA,NA
"4671","sp9112",9112,"Fungi","Basidiomycota","Agaricomycetes","Boletales","Pisolithaceae","Pisolithus","arhizus","ectomycorrhizal",NA,NA,NA,"gasteroid","long-distance","/pisolithus-scleroderma"
"4672","sp9113",9113,"Fungi","Basidiomycota","Agaricomycetes","Boletales","Pisolithaceae","Pisolithus","arhizus","ectomycorrhizal",NA,NA,NA,"gasteroid","long-distance","/pisolithus-scleroderma"
"4673","sp9114",9114,"Fungi","Basidiomycota","Agaricomycetes","Boletales","Pisolithaceae","Pisolithus","arhizus","ectomycorrhizal",NA,NA,NA,"gasteroid","long-distance","/pisolithus-scleroderma"
"4674","sp9115",9115,"Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Hydnoplicata",NA,"ectomycorrhizal",NA,NA,NA,"gasteroid-hypogeous","short-distance_coarse","/terfezia-peziza_depressa"
"4675","sp9116",9116,"Fungi","Basidiomycota","Agaricomycetes","Boletales","Pisolithaceae","Pisolithus","arhizus","ectomycorrhizal",NA,NA,NA,"gasteroid","long-distance","/pisolithus-scleroderma"
"4676","sp9117",9117,"Fungi","Basidiomycota","Agaricomycetes","Boletales","Pisolithaceae","Pisolithus","arhizus","ectomycorrhizal",NA,NA,NA,"gasteroid","long-distance","/pisolithus-scleroderma"
"4677","sp9118",9118,"Fungi","Basidiomycota","Agaricomycetes","Boletales","Pisolithaceae","Pisolithus","arhizus","ectomycorrhizal",NA,NA,NA,"gasteroid","long-distance","/pisolithus-scleroderma"
"4678","sp9119",9119,"Fungi","Basidiomycota","Agaricomycetes","Boletales","Pisolithaceae","Pisolithus","arhizus","ectomycorrhizal",NA,NA,NA,"gasteroid","long-distance","/pisolithus-scleroderma"
"4679","sp9120",9120,"Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Xanthoporia","radiata","litter_saprotroph",NA,NA,NA,"agaricoid",NA,NA
"4680","sp9121",9121,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Cephalothecaceae","Phialemonium","inflatum","animal_parasite","animal_decomposer",NA,NA,"none",NA,NA
"4681","sp9122",9122,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hydnangiaceae","Laccaria",NA,"ectomycorrhizal",NA,NA,NA,"agaricoid","short-distance_delicate","/laccaria"
"4682","sp9123",9123,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","intermedius","unspecified_saprotroph","foliar_endophyte","mold",NA,NA,NA,NA
"4683","sp9124",9124,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","ostianus","unspecified_saprotroph","foliar_endophyte","mold",NA,NA,NA,NA
"4684","sp9125",9125,"Fungi","Monoblepharomycota","Monoblepharidomycetes","Monoblepharidales","Harpochytriaceae","Harpochytrium",NA,"litter_saprotroph","algal_decomposer",NA,NA,"zoosporangium",NA,NA
"4685","sp9128",9128,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hydnangiaceae","Laccaria",NA,"ectomycorrhizal",NA,NA,NA,"agaricoid","short-distance_delicate","/laccaria"
"4686","sp9130",9130,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariales_fam_Incertae_sedis","Papulaspora","byssina","wood_saprotroph","foliar_endophyte","mold",NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"4687","sp9131",9131,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Talaromyces",NA,"unspecified_saprotroph",NA,"mold",NA,NA,NA,NA
"4688","sp9132",9132,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariales_fam_Incertae_sedis","Papulaspora","byssina","wood_saprotroph","foliar_endophyte","mold",NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"4689","sp9133",9133,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria",NA,"plant_pathogen","litter_saprotroph","soft_rot",NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"4690","sp9134",9134,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","victoriae","soil_saprotroph",NA,NA,NA,NA,NA,NA
"4691","sp9137",9137,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Lactocollybia",NA,"litter_saprotroph",NA,NA,NA,"agaricoid",NA,NA
"4692","sp9139",9139,"Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","rishikesha","soil_saprotroph","root-associated","chitinolytic",NA,"none",NA,NA
"4693","sp9140",9140,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","heterosporum","plant_pathogen","litter_saprotroph","soft_rot",NA,NA,NA,NA
"4694","sp9141",9141,"Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Hydnoplicata",NA,"ectomycorrhizal",NA,NA,NA,"gasteroid-hypogeous","short-distance_coarse","/terfezia-peziza_depressa"
"4695","sp9142",9142,"Fungi","Ascomycota","Sordariomycetes","Xylariales","Amphisphaeriaceae","Microdochium","nivale","plant_pathogen","foliar_endophyte",NA,NA,"none",NA,NA
"4696","sp9143",9143,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Lactocollybia",NA,"litter_saprotroph",NA,NA,NA,"agaricoid",NA,NA
"4697","sp9144",9144,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","crustosus","unspecified_saprotroph","foliar_endophyte","mold",NA,NA,NA,NA
"4698","sp9145",9145,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA,"unspecified_saprotroph","foliar_endophyte","mold",NA,NA,NA,NA
"4699","sp9146",9146,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium",NA,"plant_pathogen","litter_saprotroph","soft_rot",NA,NA,NA,NA
"4700","sp9147",9147,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Paraphoma",NA,"plant_pathogen","wood_saprotroph",NA,NA,NA,NA,NA
"4701","sp9148",9148,"Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Auriculariales_fam_Incertae_sedis","Oliveonia",NA,"wood_saprotroph",NA,NA,NA,"corticioid",NA,NA
"4702","sp9149",9149,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Curvularia","mebaldsii","plant_pathogen","litter_saprotroph",NA,NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"4703","sp9150",9150,"Fungi","Ascomycota","Dothideomycetes","Capnodiales","Capnodiaceae","Chaetocapnodium","placitae","sooty_mold","litter_saprotroph",NA,NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"4704","sp9154",9154,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Dactylonectria","macrodidyma","plant_pathogen",NA,NA,NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"4705","sp9156",9156,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Paraphoma","fimeti","plant_pathogen","wood_saprotroph",NA,NA,NA,NA,NA
"4706","sp9158",9158,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Lactocollybia",NA,"litter_saprotroph",NA,NA,NA,"agaricoid",NA,NA
"4707","sp9160",9160,"Fungi","Kickxellomycota","Ramicandelaberomycetes","Ramicandelaberales","Ramicandelaberaceae","Ramicandelaber",NA,"soil_saprotroph",NA,NA,NA,NA,NA,NA
"4708","sp9162",9162,"Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella","ellisii","ectomycorrhizal",NA,NA,NA,"corticioid","medium-distance_smooth","/tomentella-thelephora"
"4709","sp9163",9163,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Dactylonectria","macrodidyma","plant_pathogen",NA,NA,NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"4710","sp9164",9164,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","flaschentraegeri","unspecified_saprotroph","foliar_endophyte","mold",NA,NA,NA,NA
"4711","sp9165",9165,"Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella","ellisii","ectomycorrhizal",NA,NA,NA,"corticioid","medium-distance_smooth","/tomentella-thelephora"
"4712","sp9166",9166,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Talaromyces","resedanus","unspecified_saprotroph",NA,"mold",NA,NA,NA,NA
"4713","sp9168",9168,"Fungi","Ascomycota","Dothideomycetes","Venturiales","Sympoventuriaceae","Scolecobasidium","constrictum","animal_parasite","plant_pathogen",NA,NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"4714","sp9170",9170,"Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella","ellisii","ectomycorrhizal",NA,NA,NA,"corticioid","medium-distance_smooth","/tomentella-thelephora"
"4715","sp9172",9172,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Lactocollybia",NA,"litter_saprotroph",NA,NA,NA,"agaricoid",NA,NA
"4716","sp9173",9173,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hydnangiaceae","Laccaria",NA,"ectomycorrhizal",NA,NA,NA,"agaricoid","short-distance_delicate","/laccaria"
"4717","sp9174",9174,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Podosporaceae","Cladorrhinum","flexuosum","unspecified_saprotroph","foliar_endophyte","soft_rot",NA,"none",NA,NA
"4718","sp9175",9175,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Ophiocordycipitaceae","Tolypocladium","tropicale","animal_parasite","foliar_endophyte",NA,NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"4719","sp9177",9177,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Pseudopithomyces","chartarum","plant_pathogen","litter_saprotroph",NA,NA,"thyrothecium_(tiny_flattened_disc,_aperture_in_the_middle)",NA,NA
"4720","sp9178",9178,"Fungi","Basidiomycota","Agaricomycetes","Polyporales","Phanerochaetaceae","Hyphodermella","rosae","wood_saprotroph",NA,"white_rot",NA,"corticioid",NA,NA
"4721","sp9179",9179,"Fungi","Ascomycota","Pezizomycetes","Pezizales","Tuberaceae","Choiromyces",NA,"ectomycorrhizal",NA,NA,NA,"gasteroid-hypogeous","contact","/tuber-helvella"
"4722","sp9180",9180,"Fungi","Ascomycota","Leotiomycetes","Rhytismatales","Rhytismataceae","Rhytisma","acerinum","plant_pathogen","foliar_endophyte",NA,NA,"apothecium_(hymenium_on_surface)",NA,NA
"4723","sp9181",9181,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium",NA,"plant_pathogen","litter_saprotroph","soft_rot",NA,NA,NA,NA
"4724","sp9182",9182,"Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Teratosphaeriaceae","Neocatenulostroma","microsporum","plant_pathogen","litter_saprotroph",NA,NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"4725","sp9183",9183,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Mycenaceae","Mycena","mirata","litter_saprotroph","root-associated",NA,NA,"agaricoid",NA,NA
"4726","sp9184",9184,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Lactocollybia",NA,"litter_saprotroph",NA,NA,NA,"agaricoid",NA,NA
"4727","sp9185",9185,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Cephalothecaceae","Phialemonium","inflatum","animal_parasite","animal_decomposer",NA,NA,"none",NA,NA
"4728","sp9186",9186,"Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Naganishia","globosa","unspecified_saprotroph",NA,NA,NA,"none",NA,NA
"4729","sp9187",9187,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Cephalothecaceae","Phialemonium","inflatum","animal_parasite","animal_decomposer",NA,NA,"none",NA,NA
"4730","sp9190",9190,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Lactocollybia",NA,"litter_saprotroph",NA,NA,NA,"agaricoid",NA,NA
"4731","sp9191",9191,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Leotiaceae","Pezoloma","ericae","root_endophyte","soil_saprotroph",NA,NA,"apothecium_(hymenium_on_surface)",NA,NA
"4732","sp9193",9193,"Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Veronaea","compacta","plant_pathogen","litter_saprotroph",NA,NA,NA,NA,NA
"4733","sp9198",9198,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA,"unspecified_saprotroph","foliar_endophyte","mold",NA,NA,NA,NA
"4734","sp9200",9200,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","pseudensiforme","plant_pathogen","litter_saprotroph","soft_rot",NA,NA,NA,NA
"4735","sp9202",9202,"Fungi","Basidiomycota","Agaricomycetes","Boletales","Sclerodermataceae","Scleroderma","areolatum","ectomycorrhizal",NA,NA,NA,"gasteroid","long-distance","/pisolithus-scleroderma"
"4736","sp9203",9203,"Fungi","Basidiomycota","Agaricomycetes","Polyporales","Podoscyphaceae","Hypochnicium","geogenium","wood_saprotroph",NA,"white_rot",NA,"corticioid",NA,NA
"4737","sp9205",9205,"Fungi","Basidiomycota","Agaricomycetes","Boletales","Sclerodermataceae","Scleroderma","areolatum","ectomycorrhizal",NA,NA,NA,"gasteroid","long-distance","/pisolithus-scleroderma"
"4738","sp9206",9206,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Ophiocordycipitaceae","Purpureocillium",NA,"animal_parasite","animal_decomposer","keratinolytic",NA,NA,NA,NA
"4739","sp9207",9207,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Scytalidium",NA,"wood_saprotroph","litter_saprotroph","soft_rot",NA,NA,NA,NA
"4740","sp9208",9208,"Fungi","Basidiomycota","Cystobasidiomycetes","Cystobasidiales","Cystobasidiaceae","Occultifur","tropicalis","mycoparasite","litter_saprotroph",NA,NA,"none",NA,NA
"4741","sp9211",9211,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Acremonium","sclerotigenum","unspecified_saprotroph","foliar_endophyte","soft_rot",NA,NA,NA,NA
"4742","sp9213",9213,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium",NA,"plant_pathogen","litter_saprotroph","soft_rot",NA,NA,NA,NA
"4743","sp9216",9216,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","infectoria","plant_pathogen","litter_saprotroph","soft_rot",NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"4744","sp9217",9217,"Fungi","Ascomycota","Sordariomycetes","Diaporthales","Diaporthaceae","Diaporthe",NA,"plant_pathogen","litter_saprotroph",NA,NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"4745","sp9218",9218,"Fungi","Basidiomycota","Agaricomycetes","Boletales","Pisolithaceae","Pisolithus","arhizus","ectomycorrhizal",NA,NA,NA,"gasteroid","long-distance","/pisolithus-scleroderma"
"4746","sp9219",9219,"Fungi","Ascomycota","Sordariomycetes","Diaporthales","Diaporthaceae","Diaporthe",NA,"plant_pathogen","litter_saprotroph",NA,NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"4747","sp9220",9220,"Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","rishikesha","soil_saprotroph","root-associated","chitinolytic",NA,"none",NA,NA
"4748","sp9221",9221,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Sarocladium","kiliense","plant_pathogen","litter_saprotroph",NA,NA,NA,NA,NA
"4749","sp9222",9222,"Fungi","Basidiomycota","Agaricomycetes","Boletales","Melanogastraceae","Melanogaster","ambiguus","ectomycorrhizal",NA,NA,NA,"gasteroid-hypogeous","long-distance","/paxillus-gyrodon"
"4750","sp9223",9223,"Fungi","Ascomycota","Taphrinomycetes","Taphrinales","Protomycetaceae","Protomyces","inouyei","plant_pathogen",NA,NA,NA,NA,NA,NA
"4751","sp9224",9224,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","alicantinum","unspecified_saprotroph","foliar_endophyte","mold",NA,NA,NA,NA
"4752","sp9225",9225,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Podosporaceae","Cladorrhinum","australe","unspecified_saprotroph","foliar_endophyte","soft_rot",NA,"none",NA,NA
"4753","sp9226",9226,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium",NA,"plant_pathogen","litter_saprotroph","soft_rot",NA,NA,NA,NA
"4754","sp9228",9228,"Fungi","Ascomycota","Sordariomycetes","Xylariales","Diatrypaceae","Monosporascus",NA,"plant_pathogen",NA,NA,NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"4755","sp9229",9229,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","multicolor","unspecified_saprotroph","foliar_endophyte","mold",NA,NA,NA,NA
"4756","sp9230",9230,"Fungi","Basidiomycota","Agaricomycetes","Phallales","Phallaceae","Phallus","hadriani","soil_saprotroph",NA,NA,NA,"phalloid",NA,NA
"4757","sp9231",9231,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Sarocladium","strictum","plant_pathogen","litter_saprotroph",NA,NA,NA,NA,NA
"4758","sp9232",9232,"Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Picipes","badius","wood_saprotroph",NA,"white_rot",NA,"polyporoid",NA,NA
"4759","sp9233",9233,"Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","rishikesha","soil_saprotroph","root-associated","chitinolytic",NA,"none",NA,NA
"4760","sp9234",9234,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","lagena","unspecified_saprotroph","foliar_endophyte","mold",NA,NA,NA,NA
"4761","sp9239",9239,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinellus",NA,"soil_saprotroph",NA,NA,NA,"agaricoid",NA,NA
"4762","sp9240",9240,"Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","kratochvilovae","unspecified_saprotroph","foliar_endophyte",NA,NA,"none",NA,NA
"4763","sp9242",9242,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium",NA,"plant_pathogen","litter_saprotroph","soft_rot",NA,NA,NA,NA
"4764","sp9244",9244,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium",NA,"plant_pathogen","litter_saprotroph","soft_rot",NA,NA,NA,NA
"4765","sp9245",9245,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Dactylonectria",NA,"plant_pathogen",NA,NA,NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"4766","sp9247",9247,"Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Filobasidium",NA,"unspecified_saprotroph",NA,NA,NA,"none",NA,NA
"4767","sp9249",9249,"Fungi","Monoblepharomycota","Monoblepharidomycetes","Monoblepharidales","Harpochytriaceae","Harpochytrium",NA,"litter_saprotroph","algal_decomposer",NA,NA,"zoosporangium",NA,NA
"4768","sp9250",9250,"Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella","ellisii","ectomycorrhizal",NA,NA,NA,"corticioid","medium-distance_smooth","/tomentella-thelephora"
"4769","sp9251",9251,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Leucosphaerina",NA,"dung_saprotroph",NA,NA,NA,"cleistothecium_(closed,_spherical)",NA,NA
"4770","sp9252",9252,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae","Oidiodendron",NA,"soil_saprotroph","root_endophyte",NA,NA,NA,NA,NA
"4771","sp9254",9254,"Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella","ellisii","ectomycorrhizal",NA,NA,NA,"corticioid","medium-distance_smooth","/tomentella-thelephora"
"4772","sp9255",9255,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Cephalothecaceae","Phialemonium","inflatum","animal_parasite","animal_decomposer",NA,NA,"none",NA,NA
